"","Season","Month","Year","Pressure","Longitude","Latitude"
"1","DJF","1","1980","1006.96429727366","317.768417570576","57.2612081203296"
"2","MAM","4","1980","1012.73660335552","322.90853011474","55.0750515411478"
"3","JJA","7","1980","1011.80647394377","312.888847861769","58.5455538899925"
"4","SON","10","1980","1009.59449565744","323.880044365361","59.5055029616959"
"5","DJF","1","1981","1006.86926486967","331.953271854224","64.062648715796"
"6","MAM","4","1981","1011.11393411649","327.326832517869","53.8881439469195"
"7","JJA","7","1981","1010.69181158898","311.451610500331","63.2006651906052"
"8","SON","10","1981","1010.35217269214","338.783687949798","61.6076571699794"
"9","DJF","1","1982","1007.51598044961","327.158737848665","57.4553773257114"
"10","MAM","4","1982","1009.97949290226","335.392048978049","63.2795477450135"
"11","JJA","7","1982","1011.67790711354","311.101236061686","61.9028787476439"
"12","SON","10","1982","1006.43580777198","332.254748208399","62.5879933756277"
"13","DJF","1","1983","1005.8077228645","340.425627797932","64.5558142138652"
"14","MAM","4","1983","1010.72721373271","351.011429400287","59.4971901555405"
"15","JJA","7","1983","1009.37938332057","312.758118400675","64.6613657252834"
"16","SON","10","1983","1009.39435227609","340.731300156214","62.0624958357349"
"17","DJF","1","1984","1005.77135225686","334.51813327913","63.2856228621394"
"18","MAM","4","1984","1012.46087075113","333.634043863622","56.6732463366016"
"19","JJA","7","1984","1010.61184113275","306.639865358767","63.2309762629821"
"20","SON","10","1984","1007.41070540588","331.725726082887","60.3866949496822"
"21","DJF","1","1985","1007.79632412749","318.949430993567","57.3805345390596"
"22","MAM","4","1985","1011.19127325203","325.363961329701","56.573427837561"
"23","JJA","7","1985","1011.06809730573","321.512258851334","61.3875310410566"
"24","SON","10","1985","1009.62714755242","324.507822931239","61.3352308629386"
"25","DJF","1","1986","1008.43148613755","319.000765133438","58.1536049632369"
"26","MAM","4","1986","1008.40063093086","334.324360657562","62.7742849957451"
"27","JJA","7","1986","1011.13668352998","305.101531477926","62.7660615524921"
"28","SON","10","1986","1006.50980204631","333.04882056761","63.6514207770502"
"29","DJF","1","1987","1007.51454914705","320.817401980358","57.781604900867"
"30","MAM","4","1987","1011.34587880986","327.221343703673","63.6372720287462"
"31","JJA","7","1987","1011.519931559","306.086725698037","60.1287483478331"
"32","SON","10","1987","1008.28184193175","325.928563400473","62.3498159826458"
"33","DJF","1","1988","1007.07710228194","331.317424808033","59.9034716108154"
"34","MAM","4","1988","1012.16373551132","330.760292931535","55.0043750435366"
"35","JJA","7","1988","1010.21063355273","319.941829442757","62.7970935350132"
"36","SON","10","1988","1009.50309471829","321.787254807182","61.6551458843458"
"37","DJF","1","1989","1003.22543841383","329.935513212174","63.6128752854597"
"38","MAM","4","1989","1009.39077644479","335.992236683633","63.2508790809711"
"39","JJA","7","1989","1009.83676312467","319.162857258579","64.9043283304673"
"40","SON","10","1989","1007.65519090345","320.138348840559","63.326566420195"
"41","DJF","1","1990","1001.69625780374","331.068422668716","60.2136512842329"
"42","MAM","4","1990","1009.0106880126","332.504940041411","66.1363326937398"
"43","JJA","7","1990","1010.24058696733","311.84814514302","62.7970519757754"
"44","SON","10","1990","1009.03430323929","326.346988917479","61.7888962999286"
"45","DJF","1","1991","1004.41220423966","321.052228053549","63.1407983112568"
"46","MAM","4","1991","1011.57771324741","326.625494479491","59.2272743239746"
"47","JJA","7","1991","1010.22777322888","320.892646168179","62.5988762831887"
"48","SON","10","1991","1008.89456377201","335.154222157065","63.299822195799"
"49","DJF","1","1992","1004.69547982432","321.423464899791","62.9984064107307"
"50","MAM","4","1992","1009.03724191711","336.595116554618","62.393728752586"
"51","JJA","7","1992","1011.06163622912","326.592071507121","63.1576051886014"
"52","SON","10","1992","1008.64142095235","328.585146009209","62.3685934668358"
"53","DJF","1","1993","1004.19879232915","330.562153176247","64.7111078219066"
"54","MAM","4","1993","1010.67876169512","336.413482811047","61.6116940472572"
"55","JJA","7","1993","1012.25011310317","323.852731593783","60.3752932977087"
"56","SON","10","1993","1008.60301999443","306.979037082849","62.2881943586392"
"57","DJF","1","1994","1005.59498438365","336.015880242507","60.4891580006247"
"58","MAM","4","1994","1009.46177527739","336.855830891844","61.8278280341162"
"59","JJA","7","1994","1009.07040205053","315.724914227469","64.0644788319829"
"60","SON","10","1994","1009.06765981533","325.802685139398","60.3329364148388"
"61","DJF","1","1995","1003.80121219404","338.983500611534","61.9023306858808"
"62","MAM","4","1995","1011.17183039531","345.067170215789","59.3222993760953"
"63","JJA","7","1995","1010.49433493865","309.561086338231","63.0348119948396"
"64","SON","10","1995","1010.19396857107","318.45493985594","62.5579096740337"
"65","DJF","1","1996","1009.37037803821","322.162540416146","57.2333237203894"
"66","MAM","4","1996","1012.81477283189","319.04322485405","52.1206177077957"
"67","JJA","7","1996","1010.80223037664","316.547182126515","64.5755286710196"
"68","SON","10","1996","1009.33023492799","336.814765318185","62.6079324348365"
"69","DJF","1","1997","1007.25426173206","326.600785153301","62.0128395795966"
"70","MAM","4","1997","1010.64951445472","324.999898262545","56.8791901171286"
"71","JJA","7","1997","1011.64344329969","306.790115767659","61.6188051384613"
"72","SON","10","1997","1009.73076285081","324.457874280888","59.6682154122944"
"73","DJF","1","1998","1006.82321527975","331.065070196088","59.7318310354249"
"74","MAM","4","1998","1012.43778729835","334.406210877316","61.0191888841618"
"75","JJA","7","1998","1011.21689019376","323.717724079662","60.9089485076409"
"76","SON","10","1998","1009.83900550214","329.412983786422","60.0542967576268"
"77","DJF","1","1999","1004.60841480301","332.186243870759","62.8148909818609"
"78","MAM","4","1999","1011.3083997184","339.311494191623","58.8069411258552"
"79","JJA","7","1999","1010.17951384116","308.389659028182","62.8815983614707"
"80","SON","10","1999","1008.56180150698","331.471195675696","62.9306167047303"
"81","DJF","1","2000","1004.12960188734","331.565994231355","63.7334365175236"
"82","MAM","4","2000","1011.59180274564","348.793411437557","64.4789847889572"
"83","JJA","7","2000","1011.71155716999","315.736587197704","63.594586468838"
"84","SON","10","2000","1007.60919339466","330.479183163317","61.011904626857"
"85","DJF","1","2001","1007.76508492445","329.647823049338","57.6292263131958"
"86","MAM","4","2001","1010.94614550744","340.782482659529","55.4812781128545"
"87","JJA","7","2001","1010.97216770473","315.869098313918","62.1053298077416"
"88","SON","10","2001","1008.22915652162","326.681723186746","64.0997832214413"
"89","DJF","1","2002","1007.11182613814","327.759475419349","60.359534766751"
"90","MAM","4","2002","1009.50139434609","333.593455237761","60.4086517729553"
"91","JJA","7","2002","1010.73547493763","316.087404506862","63.5305798564543"
"92","SON","10","2002","1009.38729509373","318.978227941458","57.971296062844"
"93","DJF","1","2003","1006.0305131799","315.993959949668","58.9140833857724"
"94","MAM","4","2003","1010.29554486574","321.807810985246","61.860785993035"
"95","JJA","7","2003","1011.20185202059","312.194108285908","60.8024777615716"
"96","SON","10","2003","1008.59042495203","320.392460908424","63.0005452988051"
"97","DJF","1","2004","1007.65902564718","329.968429463705","58.864275643932"
"98","MAM","4","2004","1010.60097929885","331.202065373632","62.4525607725158"
"99","JJA","7","2004","1011.35138670953","316.874297507606","62.1066504479996"
"100","SON","10","2004","1009.22781162414","328.182512429634","64.4150793900843"
"101","DJF","1","2005","1006.15306477381","335.826565145487","65.7601452639137"
"102","MAM","4","2005","1012.52642923575","328.280347514268","53.173398846969"
"103","JJA","7","2005","1010.53202984008","311.263068532062","63.3435381261666"
"104","SON","10","2005","1009.19965953934","330.439945011741","63.0891110809241"
"105","DJF","1","2006","1008.2805157167","318.348271236574","60.5126955517687"
"106","MAM","4","2006","1011.64729435114","336.792841030734","55.945365051402"
"107","JJA","7","2006","1010.49783402115","307.774785190617","63.5236312525282"
"108","SON","10","2006","1008.62054667427","335.336263702872","59.8711515969292"
"109","DJF","1","2007","1004.18475010004","327.15304994602","60.3740843859565"
"110","MAM","4","2007","1009.29419999492","334.364157476119","62.8366080329013"
"111","JJA","7","2007","1011.39005271124","317.3834675622","59.9816493354873"
"112","SON","10","2007","1009.31235318548","324.557926156899","64.1812924434849"
"113","DJF","1","2008","1005.33921933949","329.324909478249","62.8884904777305"
"114","MAM","4","2008","1011.38870433277","345.702049140673","54.9397598955793"
"115","JJA","7","2008","1011.42428373495","319.468394281702","58.824504039357"
"116","SON","10","2008","1008.09970980134","332.890877516148","64.9045224256001"
"117","DJF","1","2009","1006.96454136635","324.103759353906","60.9880577105349"
"118","MAM","4","2009","1009.58831631364","333.548634326904","62.0948214175871"
"119","JJA","7","2009","1012.27995061647","319.997090433696","55.876920836674"
"120","SON","10","2009","1008.30664707259","333.32769242929","61.6063777140693"
"121","DJF","1","2010","1007.99850052078","328.457135674904","50.0295384061738"
"122","MAM","4","2010","1011.63854752239","319.670143827557","51.6971960044907"
"123","JJA","7","2010","1011.37987964259","305.96685734732","59.1912991911921"
"124","SON","10","2010","1010.01566293968","322.501365025033","58.5945711302522"
"125","DJF","1","2011","1008.75300479858","322.084251165698","56.9560321510817"
"126","MAM","4","2011","1009.03559927161","334.878278280617","65.3114278064261"
"127","JJA","7","2011","1011.56415831604","307.581748268722","56.0123143358553"
"128","SON","10","2011","1006.07545220378","327.292973671635","62.1290990964622"
"129","DJF","1","2012","1005.14942396478","327.161694199983","64.0726108108808"
"130","MAM","4","2012","1011.68031449716","336.800853295818","63.2496751792281"
"131","JJA","7","2012","1011.55962096181","313.574575762743","58.4739542540161"
"132","SON","10","2012","1009.04173144136","337.491570461181","62.8504705236275"
"133","DJF","1","2013","1008.06829645092","325.839772190628","57.6071504228651"
"134","MAM","4","2013","1012.07697317026","354.78829284981","53.8670604790531"
"135","JJA","7","2013","1010.04539757664","315.664439956078","63.9970076832748"
"136","SON","10","2013","1008.69560035955","327.314457290157","62.7305544683862"
"137","DJF","1","2014","1002.33508853623","332.371566486066","60.2302746508504"
"138","MAM","4","2014","1009.94223223435","334.021438417821","61.4241770484039"
"139","JJA","7","2014","1012.21515843709","306.489206253513","60.7747677461642"
"140","SON","10","2014","1008.55991992788","320.976560430392","60.475546728823"
"141","DJF","1","2015","1004.23544693587","336.182746872287","64.5252822431375"
"142","MAM","4","2015","1008.8940162644","326.999177391942","63.8218185839356"
"143","JJA","7","2015","1011.32871907186","313.217516969557","58.5474360770806"
"144","SON","10","2015","1008.23294117987","325.540854950681","63.7572771110048"
"145","DJF","1","2016","1005.0885359807","332.008386270237","61.0897703445429"
"146","MAM","4","2016","1011.46497700358","325.960435713414","61.4275517548336"
"147","JJA","7","2016","1011.74492181525","315.344707561833","58.1748951679386"
"148","SON","10","2016","1009.21491378825","322.839865557492","63.9550430262696"
"149","DJF","12","2016","1005.10638912918","325.844182148493","62.5061541530016"
